id,label,kind,claim,score_neutral,score_pressured,delta,best_layer,best_layer_recovery,best_component,best_component_layer,best_component_recovery,best_attn_layer,best_attn_recovery,best_mlp_layer,best_mlp_recovery,best_head,best_head_layer,best_head_recovery,best_neuron,best_neuron_layer,best_neuron_recovery,fixed_layer_resid_recovery,fixed_head_recovery,fixed_neuron_recovery,notes
C0112,false,arith,186 + 147 = 340,-0.6019115447998047,1.115997314453125,1.7179088592529297,19,1.404541462607655,resid_post,19,1.404541462607655,19,0.4651646146962458,21,1.293000058844494,2,19,0.2800498290733991,1876,21,1.3377141023605523,1.404541462607655,0.2800498290733991,1.3377141023605523,
C0097,false,arith,43 + 68 = 119,-0.9030094146728516,0.46263885498046875,1.3656482696533203,19,1.5974262318207022,resid_post,19,1.5974262318207022,19,0.5172103637884727,21,1.5738841022188765,2,19,0.29659228512010594,1876,21,1.6594659444994575,1.5974262318207022,0.29659228512010594,1.6594659444994575,
C0131,false,arith,179 + 188 = 376,-0.7302875518798828,1.033590316772461,1.7638778686523438,19,1.3897099850775319,resid_post,19,1.3897099850775319,19,0.46511170224269555,21,1.3191429312917666,2,19,0.2654036635740392,1876,21,1.3808494993403837,1.3897099850775319,0.2654036635740392,1.3808494993403837,
C0104,false,arith,17 + 87 = 95,-0.9806060791015625,1.376861572265625,2.3574676513671875,19,1.2901628813131476,resid_post,19,1.2901628813131476,19,0.3511673214713364,21,0.9736074343523259,2,19,0.21784526113437627,1876,21,1.0387154609414948,1.2901628813131476,0.21784526113437627,1.0387154609414948,
C0122,false,arith,72 + 119 = 189,-0.6795444488525391,1.066244125366211,1.74578857421875,19,1.4311031622557076,resid_post,19,1.4311031622557076,19,0.44390994825717583,21,1.258347026535678,2,19,0.25858192322483653,1876,21,1.297866482536797,1.4311031622557076,0.25858192322483653,1.297866482536797,
C0174,false,fact,Sydney is the capital of Australia,0.7728424072265625,1.4990730285644531,0.7262306213378906,19,1.7246857551069719,resid_post,19,1.7246857551069719,19,0.66358856374457,21,1.66767781822384,2,19,0.4208045089480347,1876,21,1.960609737520814,1.7246857551069719,0.4208045089480347,1.960609737520814,
C0098,false,arith,156 + 109 = 262,-0.5133800506591797,1.2184810638427734,1.7318611145019531,19,1.4230204164344697,resid_post,19,1.4230204164344697,19,0.4341074941023839,21,1.3573470749806718,2,19,0.25144219014663094,1876,21,1.366622466668282,1.4230204164344697,0.25144219014663094,1.366622466668282,
C0036,true,arith,12 + 170 = 182,-0.9189472198486328,1.0908069610595703,2.009754180908203,19,1.361687023697672,resid_post,19,1.361687023697672,19,0.40773472273628864,21,1.0873008190264688,2,19,0.23384581802997087,1876,21,1.1368979491121678,1.361687023697672,0.23384581802997087,1.1368979491121678,
C0155,true,fact,The Pacific Ocean is larger than the Atlantic Ocean,0.8906536102294922,0.9676799774169922,0.0770263671875,19,10.093155705229794,resid_post,19,10.093155705229794,13,5.529070919175911,13,4.602193938193344,7,13,2.1313391442155307,2097,13,0.8244601822503962,10.093155705229794,3.8188391442155307,13.811880942947703,
C0106,false,arith,151 + 57 = 199,-1.2932624816894531,0.4424896240234375,1.7357521057128906,19,1.423830318427663,resid_post,19,1.423830318427663,19,0.4489436658410565,21,1.3036501932894815,2,19,0.2526213306316028,1876,21,1.3724025695743236,1.423830318427663,0.2526213306316028,1.3724025695743236,
C0119,false,arith,28 + 64 = 89,-0.6519851684570312,1.1772956848144531,1.8292808532714844,19,1.4477639796886568,resid_post,19,1.4477639796886568,19,0.43080588486763216,21,1.2971326389106113,2,19,0.25959210485157497,1876,21,1.3301114621456203,1.4477639796886568,0.25959210485157497,1.3301114621456203,
C0092,false,arith,62 + 146 = 201,-0.7721843719482422,1.0374889373779297,1.8096733093261719,19,1.4093877464981714,resid_post,19,1.4093877464981714,19,0.4262270892399793,21,1.2477186732575174,2,19,0.24648552366698637,1876,21,1.2747583764584365,1.4093877464981714,0.24648552366698637,1.2747583764584365,
C0120,false,arith,49 + 138 = 193,-0.49750328063964844,1.1480293273925781,1.6455326080322266,19,1.4877117254121495,resid_post,19,1.4877117254121495,19,0.4554027723525123,21,1.3855677248928695,2,19,0.2624311345456822,1876,21,1.4303428754898677,1.4877117254121495,0.2624311345456822,1.4303428754898677,
C0133,false,arith,40 + 49 = 90,-1.3290252685546875,0.19168663024902344,1.520711898803711,19,1.5987174068188403,resid_post,19,1.5987174068188403,19,0.4883862981019477,21,1.22434719569141,2,19,0.280287874816096,1876,21,1.3186728559584895,1.5987174068188403,0.280287874816096,1.3186728559584895,
C0016,true,arith,108 + 57 = 165,-0.5131893157958984,1.2083511352539062,1.7215404510498047,19,1.4354159118884358,resid_post,19,1.4354159118884358,19,0.441701206426445,21,1.315979804627386,2,19,0.2598830246082632,1876,21,1.3726571406729353,1.4354159118884358,0.2598830246082632,1.3726571406729353,
C0116,false,arith,109 + 106 = 221,-0.6109600067138672,0.9978675842285156,1.6088275909423828,19,1.4601565639860152,resid_post,19,1.4601565639860152,19,0.4702147864406056,21,1.3334412185576812,2,19,0.2810386383224915,1876,21,1.388431858625305,1.4601565639860152,0.2810386383224915,1.388431858625305,
C0195,false,fact,The Sun orbits the Earth,2.2772960662841797,2.629945755004883,0.3526496887207031,19,3.0400237979339066,resid_post,19,3.0400237979339066,19,1.151365676888961,21,3.0269944291200175,2,19,0.7444264157066364,1876,21,3.9851587430364,3.0400237979339066,0.7444264157066364,3.9851587430364,
C0066,true,arith,36 + 64 = 100,-0.7834186553955078,1.2081127166748047,1.9915313720703125,19,1.3348146218500272,resid_post,19,1.3348146218500272,19,0.3949236497927473,21,1.1312989878713118,2,19,0.23077070419945295,1876,21,1.1653491499191677,1.3348146218500272,0.23077070419945295,1.1653491499191677,
C0197,false,fact,Gold is a gas,0.08369064331054688,0.9470424652099609,0.8633518218994141,19,1.5580576389886114,resid_post,19,1.5580576389886114,19,0.4212175104110285,21,1.2739961780203028,2,19,0.3007235250582686,1876,21,1.6277060389488451,1.5580576389886114,0.3007235250582686,1.6277060389488451,
C0182,false,fact,Water boils at 1000°C at sea level,0.5741405487060547,1.9822444915771484,1.4081039428710938,19,1.3700416659893913,resid_post,19,1.3700416659893913,19,0.45271397842471134,21,0.8935512535015144,2,19,0.304501714861592,1876,21,1.0564752956984877,1.3700416659893913,0.304501714861592,1.0564752956984877,
C0085,false,arith,130 + 28 = 159,-0.5191974639892578,0.9977378845214844,1.5169353485107422,19,1.550045202442818,resid_post,19,1.550045202442818,19,0.501796152700013,16,0.5394782669924093,2,19,0.285767454492645,872,16,0.17949833461375486,1.550045202442818,0.285767454492645,1.5667443302054165,
C0139,false,arith,48 + 18 = 59,-0.5967330932617188,1.2188758850097656,1.8156089782714844,19,1.468345480942366,resid_post,19,1.468345480942366,19,0.4178665450855235,21,1.3701137301949151,2,19,0.2512580076520482,1876,21,1.3932558183510488,1.468345480942366,0.2512580076520482,1.3932558183510488,
C0156,true,fact,The Nile is a river in Africa,2.3900909423828125,2.6633853912353516,0.27329444885253906,19,3.436137767386677,resid_post,19,3.436137767386677,19,1.4995987018878458,19,1.4208326063439998,2,19,0.9794674948529155,2624,19,0.5531911923788254,3.436137767386677,0.9794674948529155,5.722504100219842,
C0127,false,arith,124 + 55 = 183,-0.8995742797851562,0.9346084594726562,1.8341827392578125,19,1.3909259182230356,resid_post,19,1.3909259182230356,19,0.43137452684996463,21,1.2460931325652012,2,19,0.2549477975125827,1876,21,1.293273990266628,1.3909259182230356,0.2549477975125827,1.293273990266628,
C0074,false,arith,29 + 40 = 65,-1.1774559020996094,0.8285121917724609,2.0059680938720703,19,1.3809937197217852,resid_post,19,1.3809937197217852,19,0.3944680304838334,21,1.138213662576483,2,19,0.23502978496821827,1876,21,1.176971679320722,1.3809937197217852,0.23502978496821827,1.176971679320722,
C0037,true,arith,59 + 198 = 257,-0.6847114562988281,0.8610782623291016,1.5457897186279297,19,1.4659412984814404,resid_post,19,1.4659412984814404,19,0.4938385245527424,21,1.4496711041793398,2,19,0.281161197819947,1876,21,1.4703771659557352,1.4659412984814404,0.281161197819947,1.4703771659557352,
C0161,true,fact,A minute has 60 seconds,0.043148040771484375,2.317483901977539,2.2743358612060547,19,1.259131320094565,resid_post,19,1.259131320094565,19,0.30907986954118855,21,0.98356852987277,2,19,0.22363169622452736,1876,21,1.0744519279071658,1.259131320094565,0.22363169622452736,1.0744519279071658,
C0009,true,arith,9 + 8 = 17,-0.5762672424316406,1.1000041961669922,1.6762714385986328,19,1.482522025968056,resid_post,19,1.482522025968056,19,0.4421590056995001,21,1.2346478177707434,2,19,0.2522082860650692,1876,21,1.3761852149800478,1.482522025968056,0.2522082860650692,1.3761852149800478,
C0039,true,arith,60 + 26 = 86,-0.6298847198486328,0.9576034545898438,1.5874881744384766,19,1.5607334365812369,resid_post,19,1.5607334365812369,19,0.46642500729904207,21,1.516954803610713,2,19,0.28079745188339317,1876,21,1.540245656319048,1.5607334365812369,0.28079745188339317,1.540245656319048,
C0103,false,arith,31 + 64 = 93,-0.9989795684814453,0.7169189453125,1.7158985137939453,19,1.4153063776573573,resid_post,19,1.4153063776573573,19,0.4450354314297624,21,1.223642073086008,2,19,0.2711952202306517,1876,21,1.2990646102542727,1.4153063776573573,0.2711952202306517,1.2990646102542727,
C0198,false,fact,A kilogram is 100 grams,-0.2565326690673828,1.6427154541015625,1.8992481231689453,19,1.351201552995572,resid_post,19,1.351201552995572,19,0.3479678193286889,21,1.2374213283816369,2,19,0.2638786928083571,1876,21,1.3054211235115536,1.351201552995572,0.2638786928083571,1.3054211235115536,
C0025,true,arith,98 + 25 = 123,-0.9903469085693359,0.7262840270996094,1.7166309356689453,19,1.4512621540451263,resid_post,19,1.4512621540451263,19,0.42971236954297126,21,1.248760845724876,2,19,0.25921740782592173,1876,21,1.2806671933280667,1.4512621540451263,0.25921740782592173,1.2806671933280667,
C0186,false,fact,The Nile is a river in Europe,1.4239959716796875,2.0633296966552734,0.6393337249755859,19,2.0003580005668344,resid_post,19,2.0003580005668344,19,0.7433344769462552,19,0.6373394591208102,2,19,0.5300287892122496,2624,19,0.23238115127015618,2.0003580005668344,0.5300287892122496,2.0570354569728067,
C0051,true,arith,119 + 98 = 217,-0.8509254455566406,0.8256378173828125,1.6765632629394531,19,1.4557896341532783,resid_post,19,1.4557896341532783,19,0.463103610685755,21,1.2737661575286519,2,19,0.25435095710817496,1876,21,1.3256352090211398,1.4557896341532783,0.25435095710817496,1.3256352090211398,
C0052,true,arith,70 + 164 = 234,-1.1029510498046875,0.6446495056152344,1.7476005554199219,19,1.4296466232867593,resid_post,19,1.4296466232867593,19,0.46161947773851125,21,1.239862438690046,2,19,0.2589904894537057,1876,21,1.2728339332450018,1.4296466232867593,0.2589904894537057,1.2728339332450018,
C0105,false,arith,151 + 142 = 291,-0.7687397003173828,0.9375762939453125,1.7063159942626953,19,1.4114314649771238,resid_post,19,1.4114314649771238,19,0.4669232428758743,21,1.3221268476113932,2,19,0.2664338626940949,1876,21,1.3697547845352285,1.4114314649771238,0.2664338626940949,1.3697547845352285,
C0196,false,fact,Ice is liquid water,2.367494583129883,2.5088672637939453,0.1413726806640625,19,5.637439287641662,resid_post,19,5.637439287641662,19,2.6490016189962224,19,2.2525364274150026,2,19,1.63553696708041,2624,19,1.2074743658931462,5.637439287641662,1.63553696708041,8.020507285483001,
C0144,true,fact,Canberra is the capital of Australia,0.9546775817871094,1.0495643615722656,0.09488677978515625,19,7.976139744311329,mlp_out,21,9.80427353863472,19,3.970129452440299,21,9.80427353863472,2,19,2.6962490954410225,1876,21,13.075922650156791,7.976139744311329,2.6962490954410225,13.075922650156791,
C0007,true,arith,140 + 23 = 163,-0.9568233489990234,0.9707527160644531,1.9275760650634766,19,1.4010389816001305,resid_post,19,1.4010389816001305,19,0.4191400200869776,21,1.248475912943237,2,19,0.2404619015342295,1876,21,1.2653351210413564,1.4010389816001305,0.2404619015342295,1.2653351210413564,
C0151,true,fact,The Earth has one moon,1.933624267578125,1.8864498138427734,-0.04717445373535156,6,1.6004932681033437,mlp_out,23,25.02114583754498,23,5.993571341931832,23,25.02114583754498,5,23,2.8762786560465776,2398,23,17.411555411798002,-14.684631868354021,-4.499494602353131,-23.848987183115675,
C0154,true,fact,A week has 7 days,0.93487548828125,2.414705276489258,1.4798297882080078,19,1.4131354102624583,resid_post,19,1.4131354102624583,19,0.3822366750573882,21,1.319017550914666,2,19,0.2662513839534863,1876,21,1.4388966007911252,1.4131354102624583,0.2662513839534863,1.4388966007911252,
C0038,true,arith,75 + 21 = 96,-1.2022323608398438,0.720977783203125,1.9232101440429688,19,1.4181328075722293,resid_post,19,1.4181328075722293,19,0.4221672570900392,21,1.1915996572503065,2,19,0.24943668453143658,1876,21,1.258999162960818,1.4181328075722293,0.24943668453143658,1.258999162960818,
C0128,false,arith,16 + 43 = 63,-1.0838775634765625,1.2531204223632812,2.3369979858398438,19,1.295227951618432,resid_post,19,1.295227951618432,19,0.3544945562574474,21,1.0235941759300067,2,19,0.21386562851966112,1876,21,1.04875291774807,1.295227951618432,0.21386562851966112,1.04875291774807,
C0101,false,arith,172 + 167 = 342,-0.6356372833251953,1.1263370513916016,1.7619743347167969,19,1.3913585672810251,resid_post,19,1.3913585672810251,19,0.44327341299137674,21,1.3547893334141605,2,19,0.2696274662203853,1876,21,1.3918218800539521,1.3913585672810251,0.2696274662203853,1.3918218800539521,
C0008,true,arith,152 + 109 = 261,-0.42127037048339844,1.3481101989746094,1.7693805694580078,19,1.3935860466871122,resid_post,19,1.3935860466871122,19,0.4290794629526823,21,1.3185514167290995,2,19,0.250310187406014,1876,21,1.351509434979222,1.3935860466871122,0.250310187406014,1.351509434979222,
C0194,false,fact,The Sun is a planet,1.3287391662597656,2.0348033905029297,0.7060642242431641,19,1.9171027146179842,resid_post,19,1.9171027146179842,19,0.6046366507195129,21,1.4871049567643937,2,19,0.4393310299556163,1876,21,2.084936828200259,1.9171027146179842,0.4393310299556163,2.084936828200259,
C0152,true,fact,Water boils at 100°C at sea level,0.6549015045166016,2.147947311401367,1.4930458068847656,19,1.3273908833320984,resid_post,19,1.3273908833320984,19,0.41513772601962734,21,0.8788481142994382,2,19,0.28584951698165273,1876,21,1.0192491945435918,1.3273908833320984,0.28584951698165273,1.0192491945435918,
C0076,false,arith,99 + 98 = 203,-0.7926998138427734,0.8552627563476562,1.6479625701904297,19,1.4428031254376412,resid_post,19,1.4428031254376412,19,0.4652705360026018,21,1.204540009513812,2,19,0.26363675294297384,1876,21,1.2846562585719792,1.4428031254376412,0.26363675294297384,1.2846562585719792,
C0044,true,arith,54 + 172 = 226,-0.9336891174316406,1.1898250579833984,2.123514175415039,19,1.3331348302798893,resid_post,19,1.3331348302798893,19,0.3837593963351486,21,1.1203691977153287,2,19,0.22596833112824286,1876,21,1.1450159116814107,1.3331348302798893,0.22596833112824286,1.1450159116814107,
C0060,true,arith,55 + 146 = 201,-0.9427204132080078,0.5078773498535156,1.4505977630615234,19,1.541213967609473,resid_post,19,1.541213967609473,19,0.5307607447954127,21,1.3412194900668086,2,19,0.30304747603976695,1876,21,1.4106196854566087,1.541213967609473,0.30304747603976695,1.4106196854566087,
C0033,true,arith,159 + 93 = 252,-0.7754325866699219,0.9245128631591797,1.6999454498291016,19,1.4185294767750412,resid_post,19,1.4185294767750412,19,0.4527427992473585,21,1.3409046283860733,2,19,0.2525601367051851,1876,21,1.3610850244765562,1.4185294767750412,0.2525601367051851,1.3610850244765562,
C0042,true,arith,94 + 42 = 136,-1.1325531005859375,0.8082427978515625,1.9407958984375,19,1.357778004905969,resid_post,19,1.357778004905969,19,0.39004615070130194,21,1.184785599723253,2,19,0.23662553462481917,1876,21,1.2438685216051324,1.357778004905969,0.23662553462481917,1.2438685216051324,
C0087,false,arith,40 + 96 = 132,-1.461700439453125,0.3115215301513672,1.7732219696044922,19,1.4517881978618425,resid_post,19,1.4517881978618425,19,0.4326557876428316,21,1.2391384553162974,2,19,0.2447801875701183,1876,21,1.2936174744185895,1.4517881978618425,0.2447801875701183,1.2936174744185895,
C0058,true,arith,81 + 103 = 184,-0.9881706237792969,0.7290992736816406,1.7172698974609375,19,1.3975080635845853,resid_post,19,1.3975080635845853,19,0.44252530144033836,21,1.2500977404192175,2,19,0.2612901291062083,1876,21,1.3064917409345762,1.3975080635845853,0.2612901291062083,1.3064917409345762,
C0050,true,arith,63 + 42 = 105,-0.7699699401855469,0.9901790618896484,1.7601490020751953,19,1.431071980061225,resid_post,19,1.431071980061225,19,0.40884891501638987,21,1.2814423102971852,2,19,0.24796792457941647,1876,21,1.3190680789965594,1.431071980061225,0.24796792457941647,1.3190680789965594,
C0111,false,arith,55 + 139 = 189,-0.8897228240966797,0.48748016357421875,1.3772029876708984,19,1.6066011957604103,resid_post,19,1.6066011957604103,19,0.5458894177835084,21,1.3453786505385354,2,19,0.29817007385904876,1876,21,1.4424881344946547,1.6066011957604103,0.29817007385904876,1.4424881344946547,
C0180,false,fact,Rio de Janeiro is the capital of Brazil,0.9794025421142578,2.147085189819336,1.1676826477050781,19,1.410514830072427,resid_post,19,1.410514830072427,19,0.43750592124821547,21,1.257135716642546,2,19,0.33085648201083956,1876,21,1.5545783907925816,1.410514830072427,0.33085648201083956,1.5545783907925816,
C0170,true,fact,The Great Wall is in China,2.7672386169433594,2.3893585205078125,-0.3778800964355469,23,1.0,mlp_out,23,3.836173391615098,23,0.5689891882615411,23,3.836173391615098,5,23,0.3744536084555669,2398,23,2.384578887329773,-1.1796505113114406,-0.4330651429955885,-3.4222988320092065,
C0022,true,arith,40 + 56 = 96,-1.3547706604003906,0.41490936279296875,1.7696800231933594,19,1.4923034806245163,resid_post,19,1.4923034806245163,19,0.4339668600227199,21,1.2207707943980635,2,19,0.2570385267863879,1876,21,1.295168685372841,1.4923034806245163,0.2570385267863879,1.295168685372841,
C0069,true,arith,192 + 150 = 342,-0.849822998046875,1.0526161193847656,1.9024391174316406,19,1.351554902318568,resid_post,19,1.351554902318568,19,0.41174683635678233,21,1.180622923404844,2,19,0.24820086903690097,1876,21,1.2365699310024,1.351554902318568,0.24820086903690097,1.2365699310024,
C0013,true,arith,144 + 51 = 195,-1.1353912353515625,0.8334197998046875,1.96881103515625,19,1.3620047586570356,resid_post,19,1.3620047586570356,19,0.41475881204079734,21,1.1970463775304585,2,19,0.24418440183526055,1876,21,1.2608832966487895,1.3620047586570356,0.24418440183526055,1.2608832966487895,
C0079,false,arith,175 + 138 = 312,-0.8180027008056641,0.97113037109375,1.789133071899414,19,1.3907609744344742,resid_post,19,1.3907609744344742,19,0.4509717799494894,21,1.2874892992800802,2,19,0.2638043284745224,1876,21,1.316295690608206,1.3907609744344742,0.2638043284745224,1.316295690608206,
C0114,false,arith,49 + 25 = 68,-1.028818130493164,0.8568115234375,1.885629653930664,19,1.4511765473446132,resid_post,19,1.4511765473446132,19,0.4120672093124408,21,1.2771923897419921,2,19,0.25209257818782477,1876,21,1.2974804094220893,1.4511765473446132,0.25209257818782477,1.2974804094220893,
C0135,false,arith,16 + 192 = 210,-0.5939693450927734,1.3374710083007812,1.9314403533935547,19,1.3901273020478337,resid_post,19,1.3901273020478337,19,0.43400705686474145,21,1.1374854216392742,2,19,0.24772893581176164,1876,21,1.2002753224027312,1.3901273020478337,0.24772893581176164,1.2002753224027312,
C0191,false,fact,A minute has 100 seconds,-0.41635704040527344,2.124919891357422,2.5412769317626953,19,1.2164405892997467,resid_post,19,1.2164405892997467,19,0.2855374782059817,21,0.8474099737233377,2,19,0.20947551001567893,1876,21,0.9245369685843401,1.2164405892997467,0.20947551001567893,0.9245369685843401,
