id,label,kind,claim,score_neutral,score_pressured,delta,neuron_post_neutral,neuron_post_pressured,neuron_delta,score_pressured_fix_neuron,score_pressured_fix_head,score_pressured_fix_both,removed_frac_fix_neuron,removed_frac_fix_head,removed_frac_fix_both
C0112,false,arith,186 + 147 = 340,-0.6019115447998047,1.115997314453125,1.7179088592529297,28.887165069580078,19.430002212524414,-9.457162857055664,-1.4641609191894531,0.7431640625,-1.4259395599365234,1.501917997421945,0.21702737601298575,1.479669227327383
C0097,false,arith,43 + 68 = 119,-0.9030094146728516,0.46263885498046875,1.3656482696533203,28.92567253112793,19.6259765625,-9.29969596862793,-2.0868072509765625,0.1613292694091797,-1.998291015625,1.8668394802742485,0.22063483860875735,1.8020232041374706
C0131,false,arith,179 + 188 = 376,-0.7302875518798828,1.033590316772461,1.7638778686523438,28.88917350769043,18.865619659423828,-10.023553848266602,-1.7045726776123047,0.6752281188964844,-1.6498641967773438,1.5523540734012413,0.20316723977594672,1.5213380479681653
C0104,false,arith,17 + 87 = 95,-0.9806060791015625,1.376861572265625,2.3574676513671875,29.043384552001953,19.02145004272461,-10.021934509277344,-1.3708457946777344,0.9907073974609375,-1.3270263671875,1.1655334338733585,0.16380041294765663,1.1469459349251452
C0122,false,arith,72 + 119 = 189,-0.6795444488525391,1.066244125366211,1.74578857421875,28.95555305480957,19.617904663085938,-9.337648391723633,-1.4801616668701172,0.7220096588134766,-1.4243698120117188,1.4585991854001328,0.1971799286788099,1.4266412177044365
C0174,false,fact,Sydney is the capital of Australia,0.7728424072265625,1.4990730285644531,0.7262306213378906,28.70707130432129,22.682680130004883,-6.024391174316406,-0.09891510009765625,1.2768783569335938,-0.004425048828125,2.2003866013226387,0.30595607662690344,2.0702763464073914
C0098,false,arith,156 + 109 = 262,-0.5133800506591797,1.2184810638427734,1.7318611145019531,28.33064842224121,18.644561767578125,-9.686086654663086,-1.4759960174560547,0.8797569274902344,-1.3966751098632812,1.5558274614149432,0.19558389152351227,1.5100264979724536
C0036,true,arith,12 + 170 = 182,-0.9189472198486328,1.0908069610595703,2.009754180908203,28.90489959716797,19.55321502685547,-9.3516845703125,-1.4872608184814453,0.7411766052246094,-1.4491920471191406,1.2827776670557753,0.17396672645654795,1.2638356632406116
C0155,true,fact,The Pacific Ocean is larger than the Atlantic Ocean,0.8906536102294922,0.9676799774169922,0.0770263671875,26.572420120239258,22.23832130432129,-4.334098815917969,-0.1617870330810547,0.7730808258056641,-0.04319953918457031,14.663381537242472,2.5263965927099843,13.123811410459588
C0106,false,arith,151 + 57 = 199,-1.2932624816894531,0.4424896240234375,1.7357521057128906,29.435060501098633,19.583343505859375,-9.851716995239258,-2.2534217834472656,0.09615898132324219,-2.1966514587402344,1.5531661454407197,0.19952770995369404,1.520459675133017
C0119,false,arith,28 + 64 = 89,-0.6519851684570312,1.1772956848144531,1.8292808532714844,28.079729080200195,18.184783935546875,-9.89494514465332,-1.5834579467773438,0.8294887542724609,-1.5148258209228516,1.5092016224050382,0.19013314982222362,1.471682984557957
C0092,false,arith,62 + 146 = 201,-0.7721843719482422,1.0374889373779297,1.8096733093261719,28.63865852355957,19.216472625732422,-9.422185897827148,-1.5717525482177734,0.6895751953125,-1.521047592163086,1.4418301204692292,0.1922522370598341,1.4138112754139482
C0120,false,arith,49 + 138 = 193,-0.49750328063964844,1.1480293273925781,1.6455326080322266,28.410707473754883,18.802366256713867,-9.608341217041016,-1.4961814880371094,0.8412704467773438,-1.420328140258789,1.6069027149767077,0.18641920501476122,1.5608061822139643
C0133,false,arith,40 + 49 = 90,-1.3290252685546875,0.19168663024902344,1.520711898803711,28.664854049682617,20.380247116088867,-8.28460693359375,-2.0452194213867188,-0.13623428344726562,-1.958993911743164,1.4709597875806952,0.21563644892517286,1.4142590346561041
C0016,true,arith,108 + 57 = 165,-0.5131893157958984,1.2083511352539062,1.7215404510498047,28.151535034179688,18.54653549194336,-9.604999542236328,-1.4690074920654297,0.8617057800292969,-1.4084701538085938,1.5552109889062835,0.20135765907401315,1.5200463558476063
C0116,false,arith,109 + 106 = 221,-0.6109600067138672,0.9978675842285156,1.6088275909423828,28.523591995239258,19.363235473632812,-9.160356521606445,-1.5194110870361328,0.6440200805664062,-1.4482288360595703,1.564666522029333,0.21994122033600913,1.520421724527528
C0195,false,fact,The Sun orbits the Earth,2.2772960662841797,2.629945755004883,0.3526496887207031,25.47504234313965,19.70917320251465,-5.765869140625,1.083211898803711,2.473743438720703,1.2409076690673828,4.386034939693872,0.44293904483747093,3.9388609443452864
C0066,true,arith,36 + 64 = 100,-0.7834186553955078,1.2081127166748047,1.9915313720703125,28.94074058532715,19.35203742980957,-9.588703155517578,-1.4302330017089844,0.8582592010498047,-1.3550949096679688,1.324782403824789,0.17567060229701878,1.2870536022127386
C0197,false,fact,Gold is a gas,0.08369064331054688,0.9470424652099609,0.8633518218994141,30.326147079467773,24.399309158325195,-5.926837921142578,-0.5920009613037109,0.7589588165283203,-0.4852161407470703,1.7826376078383723,0.21785284273547703,1.6589512752819537
C0182,false,fact,Water boils at 1000°C at sea level,0.5741405487060547,1.9822444915771484,1.4081039428710938,28.738117218017578,22.731021881103516,-6.0070953369140625,0.36306190490722656,1.689401626586914,0.4474029541015625,1.1499027432367268,0.20796963638432406,1.0900058516604085
C0085,false,arith,130 + 28 = 159,-0.5191974639892578,0.9977378845214844,1.5169353485107422,28.529504776000977,18.69267463684082,-9.836830139160156,-1.6961650848388672,0.6703872680664062,-1.6196918487548828,1.775885156875738,0.2157973421718045,1.7254721737785597
C0139,false,arith,48 + 18 = 59,-0.5967330932617188,1.2188758850097656,1.8156089782714844,28.87565040588379,18.42908477783203,-10.446565628051758,-1.6553974151611328,0.8768196105957031,-1.5661430358886719,1.5830904862055128,0.18839754512544357,1.5339310139068938
C0156,true,fact,The Nile is a river in Africa,2.3900909423828125,2.6633853912353516,0.27329444885253906,27.18638801574707,20.76496124267578,-6.421426773071289,0.9706954956054688,2.499086380004883,1.1165637969970703,6.193649021181561,0.601179467494853,5.659908573821405
C0127,false,arith,124 + 55 = 183,-0.8995742797851562,0.9346084594726562,1.8341827392578125,28.682422637939453,18.951539993286133,-9.73088264465332,-1.7644805908203125,0.5758857727050781,-1.7184009552001953,1.4715486044673682,0.1955763071419658,1.446425897425232
C0074,false,arith,29 + 40 = 65,-1.1774559020996094,0.8285121917724609,2.0059680938720703,29.566654205322266,19.79754066467285,-9.769113540649414,-1.8286666870117188,0.4651527404785156,-1.756704330444336,1.324636661421216,0.18113919777884482,1.288762533219867
C0037,true,arith,59 + 198 = 257,-0.6847114562988281,0.8610782623291016,1.5457897186279297,28.96674156188965,19.631933212280273,-9.334808349609375,-1.6862201690673828,0.5283489227294922,-1.6068744659423828,1.6478945361711368,0.21524877257881223,1.5965643311834696
C0161,true,fact,A minute has 60 seconds,0.043148040771484375,2.317483901977539,2.2743358612060547,28.83483123779297,18.845867156982422,-9.988964080810547,-0.390655517578125,1.9853324890136719,-0.31262779235839844,1.1907385649363011,0.14604325536498863,1.1564306482601998
C0009,true,arith,9 + 8 = 17,-0.5762672424316406,1.1000041961669922,1.6762714385986328,28.904075622558594,19.316679000854492,-9.587396621704102,-1.474905014038086,0.8050575256347656,-1.375112533569336,1.5360932310328623,0.17595400347499968,1.4765608198905613
C0039,true,arith,60 + 26 = 86,-0.6298847198486328,0.9576034545898438,1.5874881744384766,27.876502990722656,17.933521270751953,-9.942981719970703,-1.8563804626464844,0.6132678985595703,-1.7853317260742188,1.772601498736635,0.21690590303267687,1.7278460556937936
C0103,false,arith,31 + 64 = 93,-0.9989795684814453,0.7169189453125,1.7158985137939453,28.601503372192383,19.430343627929688,-9.171159744262695,-1.7908039093017578,0.3682899475097656,-1.7335739135742188,1.4614633875225789,0.2031757676809782,1.4281106016395722
C0198,false,fact,A kilogram is 100 grams,-0.2565326690673828,1.6427154541015625,1.8992481231689453,30.65489387512207,20.60567283630371,-10.04922103881836,-1.0874500274658203,1.2986679077148438,-1.0069637298583984,1.4374980542363418,0.1811493412522985,1.395120074958348
C0025,true,arith,98 + 25 = 123,-0.9903469085693359,0.7262840270996094,1.7166309356689453,29.50111961364746,20.40350341796875,-9.097616195678711,-1.7613334655761719,0.3829021453857422,-1.7124004364013672,1.4491277309449129,0.20003244412000323,1.4206224604420623
C0186,false,fact,The Nile is a river in Europe,1.4239959716796875,2.0633296966552734,0.6393337249755859,27.184532165527344,21.731285095214844,-5.4532470703125,0.6477947235107422,1.8279743194580078,0.7209339141845703,2.214078372290756,0.3681260161995257,2.0996792911588775
C0051,true,arith,119 + 98 = 217,-0.8509254455566406,0.8256378173828125,1.6765632629394531,29.0587158203125,19.91581916809082,-9.14289665222168,-1.6856803894042969,0.4902000427246094,-1.6120719909667969,1.4978964780512445,0.20007463009185417,1.4539921410872785
C0052,true,arith,70 + 164 = 234,-1.1029510498046875,0.6446495056152344,1.7476005554199219,29.25617790222168,20.086774826049805,-9.169403076171875,-1.849691390991211,0.3026599884033203,-1.7810611724853516,1.4272946348469735,0.19569089523992464,1.3880235220672177
C0105,false,arith,151 + 142 = 291,-0.7687397003173828,0.9375762939453125,1.7063159942626953,28.93632698059082,19.224365234375,-9.71196174621582,-1.6822395324707031,0.5802650451660156,-1.6282405853271484,1.5353638102349538,0.20940508673699224,1.503717299667673
C0196,false,fact,Ice is liquid water,2.367494583129883,2.5088672637939453,0.1413726806640625,26.9910888671875,22.274934768676758,-4.716154098510742,1.2480239868164062,2.368997573852539,1.4224128723144531,8.918577981651376,0.9893685914732866,7.685037776578521
C0144,true,fact,Canberra is the capital of Australia,0.9546775817871094,1.0495643615722656,0.09488677978515625,30.269603729248047,24.868181228637695,-5.401422500610352,-0.31664466857910156,0.8459892272949219,-0.226165771484375,14.39830746964702,2.145453083541047,13.44476159845622
C0007,true,arith,140 + 23 = 163,-0.9568233489990234,0.9707527160644531,1.9275760650634766,29.344953536987305,19.22705841064453,-10.117895126342773,-1.8133926391601562,0.6090087890625,-1.768646240234375,1.4443763884010072,0.1876677831595925,1.4211625709352318
C0151,true,fact,The Earth has one moon,1.933624267578125,1.8864498138427734,-0.04717445373535156,25.819734573364258,21.182479858398438,-4.63725471496582,0.6695194244384766,1.7557525634765625,0.8226394653320312,-25.796385396029596,-2.770509036509926,-22.55055998059273
C0154,true,fact,A week has 7 days,0.93487548828125,2.414705276489258,1.4798297882080078,28.870935440063477,20.05611801147461,-8.814817428588867,0.06341552734375,2.142345428466797,0.169830322265625,1.5888920252056757,0.18404809133641895,1.51698186650375
C0038,true,arith,75 + 21 = 96,-1.2022323608398438,0.720977783203125,1.9232101440429688,29.176647186279297,19.213008880615234,-9.963638305664062,-2.010244369506836,0.34082794189453125,-1.9593048095703125,1.4201371395475229,0.19766422431063277,1.3936504032466013
C0128,false,arith,16 + 43 = 63,-1.0838775634765625,1.2531204223632812,2.3369979858398438,30.04886817932129,19.855743408203125,-10.193124771118164,-1.5537910461425781,0.8671703338623047,-1.519266128540039,1.2010756900576205,0.16514780536375953,1.1863024990614237
C0101,false,arith,172 + 167 = 342,-0.6356372833251953,1.1263370513916016,1.7619743347167969,28.66519546508789,18.606063842773438,-10.059131622314453,-1.6524639129638672,0.7575054168701172,-1.6035537719726562,1.577095028913748,0.20932860783171786,1.549336315277847
C0008,true,arith,152 + 109 = 261,-0.42127037048339844,1.3481101989746094,1.7693805694580078,28.518619537353516,18.697429656982422,-9.821189880371094,-1.3650932312011719,1.0040264129638672,-1.2942657470703125,1.5334199306861853,0.1944656745700226,1.4933903941616855
C0194,false,fact,The Sun is a planet,1.3287391662597656,2.0348033905029297,0.7060642242431641,27.132150650024414,21.089649200439453,-6.042501449584961,0.43495941162109375,1.8262825012207031,0.5189971923828125,2.2658618351563153,0.29532850146279793,2.146838978769845
C0152,true,fact,Water boils at 100°C at sea level,0.6549015045166016,2.147947311401367,1.4930458068847656,28.634471893310547,22.483938217163086,-6.150533676147461,0.4834938049316406,1.8633766174316406,0.5762519836425781,1.1148040460611202,0.19059743020442368,1.0526772323470273
C0076,false,arith,99 + 98 = 203,-0.7926998138427734,0.8552627563476562,1.6479625701904297,28.66422462463379,19.980180740356445,-8.684043884277344,-1.5393924713134766,0.5160942077636719,-1.4624061584472656,1.4531004957135765,0.20581083255112517,1.4063844390149616
C0044,true,arith,54 + 172 = 226,-0.9336891174316406,1.1898250579833984,2.123514175415039,28.808799743652344,18.900300979614258,-9.908498764038086,-1.5472278594970703,0.8147544860839844,-1.4999160766601562,1.2889261344090224,0.1766272983914067,1.266646187618619
C0060,true,arith,55 + 146 = 201,-0.9427204132080078,0.5078773498535156,1.4505977630615234,29.024938583374023,20.594392776489258,-8.430545806884766,-1.7740039825439453,0.15123939514160156,-1.7219619750976562,1.5730627679871036,0.24585585597431267,1.5371865183667728
C0033,true,arith,159 + 93 = 252,-0.7754325866699219,0.9245128631591797,1.6999454498291016,28.842750549316406,19.274410247802734,-9.568340301513672,-1.7018489837646484,0.5893688201904297,-1.6243343353271484,1.5449683089465376,0.19714988089908567,1.4993699937504277
C0042,true,arith,94 + 42 = 136,-1.1325531005859375,0.8082427978515625,1.9407958984375,29.22242546081543,19.240718841552734,-9.981706619262695,-1.9282093048095703,0.45993614196777344,-1.8806781768798828,1.4099638735140574,0.17946588621925907,1.3854733395182086
C0087,false,arith,40 + 96 = 132,-1.461700439453125,0.3115215301513672,1.7732219696044922,29.722373962402344,20.220775604248047,-9.501598358154297,-2.2781238555908203,-0.014593124389648438,-2.206449508666992,1.4604180582760287,0.183910790713784,1.4199976551046114
C0058,true,arith,81 + 103 = 184,-0.9881706237792969,0.7290992736816406,1.7172698974609375,28.99561309814453,19.78681182861328,-9.20880126953125,-1.7818737030029297,0.3873710632324219,-1.7339496612548828,1.462188896688377,0.19899505078059054,1.434281785628604
C0050,true,arith,63 + 42 = 105,-0.7699699401855469,0.9901790618896484,1.7601490020751953,28.291866302490234,18.793832778930664,-9.49803352355957,-1.6287651062011719,0.6606292724609375,-1.5636863708496094,1.4879104922385067,0.18722834773656977,1.450937068241541
C0111,false,arith,55 + 139 = 189,-0.8897228240966797,0.48748016357421875,1.3772029876708984,29.17867088317871,20.94485092163086,-8.233819961547852,-1.7364730834960938,0.16546249389648438,-1.6769485473632812,1.6148333012488039,0.23382004872232018,1.5716119775472923
C0180,false,fact,Rio de Janeiro is the capital of Brazil,0.9794025421142578,2.147085189819336,1.1676826477050781,29.396631240844727,21.834918975830078,-7.561712265014648,0.15439987182617188,1.897439956665039,0.27841949462890625,1.7065298708596182,0.2137954466009585,1.6003198290760239
C0170,true,fact,The Great Wall is in China,2.7672386169433594,2.3893585205078125,-0.3778800964355469,24.326766967773438,19.099828720092773,-5.226938247680664,0.9922389984130859,2.300596237182617,1.171152114868164,-3.697256180660011,-0.23489536538830394,-3.2237908721065223
C0022,true,arith,40 + 56 = 96,-1.3547706604003906,0.41490936279296875,1.7696800231933594,29.03431510925293,19.558185577392578,-9.476129531860352,-2.175596237182617,0.053234100341796875,-2.1204872131347656,1.4638271133902838,0.20437325262819808,1.4326864420115064
C0069,true,arith,192 + 150 = 342,-0.849822998046875,1.0526161193847656,1.9024391174316406,29.539697647094727,19.739093780517578,-9.800603866577148,-1.6164302825927734,0.6781997680664062,-1.5819587707519531,1.402960219605264,0.1968085852985585,1.3848405796520242
C0013,true,arith,144 + 51 = 195,-1.1353912353515625,0.8334197998046875,1.96881103515625,29.140409469604492,18.9409122467041,-10.19949722290039,-1.9607276916503906,0.4621925354003906,-1.9198722839355469,1.4192055212822023,0.18855403478314783,1.398454211488979
C0079,false,arith,175 + 138 = 312,-0.8180027008056641,0.97113037109375,1.789133071899414,29.05715560913086,19.35068130493164,-9.706474304199219,-1.6883563995361328,0.5948276519775391,-1.6562004089355469,1.4864667208943083,0.2103268476931753,1.4684937757257033
C0114,false,arith,49 + 25 = 68,-1.028818130493164,0.8568115234375,1.885629653930664,29.271045684814453,19.179813385009766,-10.091232299804688,-1.9282512664794922,0.4822845458984375,-1.8583698272705078,1.4769935252722755,0.19862170535892204,1.4399335230267052
C0135,false,arith,16 + 192 = 210,-0.5939693450927734,1.3374710083007812,1.9314403533935547,28.93341827392578,19.454753875732422,-9.47866439819336,-1.2716426849365234,0.9827327728271484,-1.2127437591552734,1.350864233862088,0.18366512579606983,1.3203694139326172
C0191,false,fact,A minute has 100 seconds,-0.41635704040527344,2.124919891357422,2.5412769317626953,29.37724494934082,19.775409698486328,-9.601835250854492,-0.4684429168701172,1.7545166015625,-0.41753387451171875,1.0204959466691084,0.14575479168183397,1.0004630877067102
C0125,false,arith,4 + 24 = 26,-1.032989501953125,1.4729022979736328,2.505891799926758,29.917190551757812,19.63614273071289,-10.281047821044922,-1.3208770751953125,1.078369140625,-1.2879505157470703,1.1148842792217133,0.15744221572542128,1.1017446219351519
C0045,true,arith,69 + 180 = 249,-0.6192741394042969,0.9751968383789062,1.5944709777832031,28.381893157958984,19.369770050048828,-9.012123107910156,-1.4951286315917969,0.6648712158203125,-1.4040050506591797,1.5493072651627706,0.1946260715199973,1.4921575382613086
C0059,true,arith,69 + 17 = 86,-0.4186210632324219,1.2910823822021484,1.7097034454345703,28.193918228149414,17.945390701293945,-10.248527526855469,-1.6070613861083984,0.9356441497802734,-1.5389766693115234,1.6951148902749624,0.20789466931882455,1.6552923602457448
C0168,true,fact,A kilogram is 1000 grams,-0.20362091064453125,1.6827354431152344,1.8863563537597656,30.662670135498047,20.54869842529297,-10.113971710205078,-1.074951171875,1.3267707824707031,-0.9884204864501953,1.4619118012849421,0.18870488597504131,1.416039935530448
C0029,true,arith,118 + 138 = 256,-0.2223834991455078,1.6904621124267578,1.9128456115722656,28.355751037597656,18.57845687866211,-9.777294158935547,-1.000619888305664,1.3158912658691406,-0.9407577514648438,1.406847465604129,0.19581865064883008,1.375552657241829
C0061,true,arith,184 + 81 = 265,-0.6687889099121094,1.3681716918945312,2.0369606018066406,28.17913818359375,18.07684898376465,-10.102289199829102,-1.4295330047607422,1.0151844024658203,-1.3734512329101562,1.3734702056455614,0.17329117171713387,1.3459381209303023
C0192,false,fact,A triangle has four sides,2.6229000091552734,3.030061721801758,0.4071617126464844,24.265701293945312,17.72353172302246,-6.542169570922852,1.2797412872314453,2.8975772857666016,1.4755630493164062,4.2988335597507845,0.3253853000421605,3.817890101653628
C0049,true,arith,137 + 187 = 324,-0.3180370330810547,1.3235816955566406,1.6416187286376953,28.504667282104492,18.967397689819336,-9.537269592285156,-1.305135726928711,0.9705772399902344,-1.2441844940185547,1.6012959505321949,0.21503437394342387,1.5641672117776504
C0117,false,arith,187 + 14 = 195,-0.6538505554199219,1.098794937133789,1.752645492553711,28.84326171875,19.176477432250977,-9.666784286499023,-1.5433883666992188,0.7354927062988281,-1.4895248413085938,1.5075400673202806,0.20728791554166925,1.4768073688827075
C0084,false,arith,129 + 196 = 321,-0.6529960632324219,1.028411865234375,1.6814079284667969,28.921659469604492,19.47258949279785,-9.44906997680664,-1.5565605163574219,0.6672286987304688,-1.5058403015136719,1.5373856265498411,0.21480995800540417,1.5072203026061153
C0147,true,fact,Madrid is the capital of Spain,1.9781074523925781,2.4009323120117188,0.4228248596191406,28.324365615844727,21.105743408203125,-7.218622207641602,0.5306777954101562,2.244495391845703,0.7108860015869141,4.423236888876859,0.3699804224068711,3.997036295233713
C0093,false,arith,22 + 188 = 217,-0.49480247497558594,1.2921676635742188,1.7869701385498047,28.50745391845703,18.892932891845703,-9.614521026611328,-1.3578567504882812,0.9559230804443359,-1.2939529418945312,1.4829707317958303,0.18816463458239893,1.447209748881135
C0123,false,arith,20 + 114 = 143,-0.7687644958496094,1.2001628875732422,1.9689273834228516,29.4884033203125,19.705467224121094,-9.782936096191406,-1.4744319915771484,0.8436813354492188,-1.4309368133544922,1.3584019916980292,0.18105368188048843,1.3363111931298042
C0188,false,fact,The lungs pump blood through the body,2.7315673828125,2.6695499420166016,-0.06201744079589844,25.21048927307129,19.81432342529297,-5.39616584777832,1.2061805725097656,2.488069534301758,1.4198589324951172,-23.59609411041058,-2.9262801783792094,-20.150638166999848
C0083,false,arith,185 + 185 = 369,-0.7332553863525391,0.7627449035644531,1.4960002899169922,29.571826934814453,19.993913650512695,-9.577913284301758,-1.8213005065917969,0.4328784942626953,-1.7437400817871094,1.72730274691299,0.22049889396750114,1.6754575532138691
C0004,true,arith,58 + 36 = 94,-0.8698520660400391,0.6116409301757812,1.4814929962158203,28.365026473999023,19.008544921875,-9.356481552124023,-1.9754581451416016,0.28249168395996094,-1.896749496459961,1.7462783029859836,0.22217401436022088,1.6931503780597865
C0094,false,arith,18 + 195 = 222,-1.0161323547363281,0.8933315277099609,1.909463882446289,29.39623260498047,20.386995315551758,-9.009237289428711,-1.5607166290283203,0.5495147705078125,-1.5009956359863281,1.2852027101943944,0.18005931422052943,1.2539263956272493
C0023,true,arith,196 + 87 = 283,-0.2833118438720703,1.4572257995605469,1.7405376434326172,28.101978302001953,18.780616760253906,-9.321361541748047,-1.1522159576416016,1.1339035034179688,-1.0718441009521484,1.4992159273590395,0.18576001350073365,1.4530394732083858
C0121,false,arith,36 + 109 = 141,-0.8988151550292969,0.8605079650878906,1.7593231201171875,29.54414939880371,20.014848709106445,-9.529300689697266,-1.7235469818115234,0.5335178375244141,-1.65887451171875,1.4687779165474115,0.1858613257703883,1.4320180573985897
C0200,false,fact,The Great Wall is in India,1.8418502807617188,1.9988174438476562,0.1569671630859375,25.04379653930664,20.160888671875,-4.882907867431641,0.6986923217773438,1.8279533386230469,0.8253269195556641,8.28278409643239,1.0885340721298726,7.476025566248663
C0110,false,arith,61 + 72 = 140,-0.8465309143066406,0.9174613952636719,1.7639923095703125,28.548372268676758,19.3502197265625,-9.198152542114258,-1.5937309265136719,0.5706996917724609,-1.536703109741211,1.4235846200423856,0.19657778642792267,1.3912557847843952
C0080,false,arith,197 + 165 = 364,-0.7572002410888672,1.0941944122314453,1.8513946533203125,29.071090698242188,19.856279373168945,-9.214811325073242,-1.4347457885742188,0.7160987854003906,-1.3960456848144531,1.3659649477059004,0.20422205830235798,1.3450617309388213
C0137,false,arith,129 + 136 = 261,-0.3424072265625,1.5404644012451172,1.8828716278076172,27.987234115600586,18.595983505249023,-9.391250610351562,-1.0440711975097656,1.1847267150878906,-0.9791831970214844,1.372656298275773,0.18893358469235702,1.3381940441688185
C0115,false,arith,169 + 111 = 283,-0.4505786895751953,1.4075050354003906,1.858083724975586,28.695032119750977,18.611282348632812,-10.083749771118164,-1.396566390991211,1.063009262084961,-1.3160457611083984,1.509120062083556,0.18540379461100773,1.4657847544219649
C0096,false,arith,169 + 122 = 300,-0.49571800231933594,1.3979606628417969,1.8936786651611328,28.854759216308594,18.872053146362305,-9.982706069946289,-1.3492679595947266,1.0129356384277344,-1.3035850524902344,1.4507364279793278,0.20332120306234786,1.4266125320169656
C0132,false,arith,170 + 184 = 361,-0.8495044708251953,0.8384418487548828,1.6879463195800781,29.0820255279541,19.680891036987305,-9.401134490966797,-1.736532211303711,0.4839973449707031,-1.6865291595458984,1.5255070793360226,0.20998564923104737,1.495883476276032
C0086,false,arith,164 + 130 = 291,-0.4434528350830078,1.4418468475341797,1.8852996826171875,28.0311336517334,18.225133895874023,-9.805999755859375,-1.2797584533691406,1.10211181640625,-1.208181381225586,1.4435929343207479,0.18020213670025495,1.4056270486827729
C0032,true,arith,76 + 161 = 237,-0.7011528015136719,0.9404525756835938,1.6416053771972656,28.759672164916992,19.06732177734375,-9.692350387573242,-1.7105293273925781,0.6153106689453125,-1.6247215270996094,1.6148716006292743,0.19806337823612657,1.562600938334375
C0177,false,fact,Barcelona is the capital of Spain,0.7905921936035156,1.8075675964355469,1.0169754028320312,29.988115310668945,22.063858032226562,-7.924257278442383,-0.23211288452148438,1.5585708618164062,-0.13368606567382812,2.0056340352746123,0.24484046902781006,1.9088501616690547
C0148,true,fact,Lisbon is the capital of Portugal,1.6147212982177734,2.4380359649658203,0.8233146667480469,29.128530502319336,21.390108108520508,-7.738422393798828,0.4094219207763672,2.2260589599609375,0.5655593872070312,2.463959560203311,0.2574677866995325,2.2743146130928937
C0046,true,arith,175 + 166 = 341,-0.7562160491943359,0.937103271484375,1.693319320678711,29.043376922607422,19.15241813659668,-9.890958786010742,-1.7770442962646484,0.5741539001464844,-1.7230472564697266,1.6028563157604245,0.2143419536442863,1.5709680362519387
C0100,false,arith,183 + 80 = 267,-0.5529403686523438,1.2207393646240234,1.7736797332763672,28.109050750732422,18.45158576965332,-9.657464981079102,-1.4386253356933594,0.8988208770751953,-1.365142822265625,1.4993488680196878,0.18149752827934476,1.4579194531996873
C0047,true,arith,19 + 156 = 175,-0.5562934875488281,1.3756179809570312,1.9319114685058594,29.03573989868164,19.49989128112793,-9.535848617553711,-1.2412147521972656,1.0283870697021484,-1.1929397583007812,1.3545303580490444,0.1797343806460403,1.3295421561135694
C0143,true,fact,Tokyo is the capital of Japan,1.7006111145019531,1.7000274658203125,-0.000583648681640625,28.529808044433594,22.945951461791992,-5.583856582641602,0.26680946350097656,1.5219345092773438,0.4073925018310547,-2455.6176470588234,-305.1372549019608,-2214.748366013072
